,git_hash,experiment_filestore,experiment,fuzzer,benchmark,time_started,time_ended,trial_id,time,edges_covered
117,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312053,2021-01-18 12:42:44.780135,4,5400,12596
118,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.043327,2021-01-18 12:42:44.780135,15,5400,12509
119,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.323608,2021-01-18 12:42:44.780135,3,5400,12307
120,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.083715,2021-01-18 12:42:44.780135,8,6300,12408
121,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.043327,2021-01-18 12:42:44.780135,15,6300,12533
122,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.157191,2021-01-18 12:42:44.780135,18,6300,7721
123,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.320677,2021-01-18 12:42:44.780135,19,6300,12552
124,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.199680,2021-01-18 12:42:44.780135,1,6300,12535
125,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.273411,2021-01-18 12:42:44.780135,12,6300,12505
126,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.272142,2021-01-18 12:42:44.780135,9,6300,12690
127,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.284577,2021-01-18 12:42:44.780135,14,6300,12543
128,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.243416,2021-01-18 12:42:44.780135,16,6300,12513
129,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312937,2021-01-18 12:42:44.780135,5,6300,12522
130,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.116329,2021-01-18 12:42:44.780135,6,6300,12373
131,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.276193,2021-01-18 12:42:44.780135,2,6300,12501
132,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.261902,2021-01-18 12:42:44.780135,11,6300,12495
133,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.187836,2021-01-18 12:42:44.780135,17,6300,7685
134,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.352875,2021-01-18 12:42:44.780135,10,6300,7685
135,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.220099,2021-01-18 12:42:44.780135,7,6300,12378
136,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.239339,2021-01-18 12:42:44.780135,20,6300,7749
137,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.236269,2021-01-18 12:42:44.780135,13,6300,7731
138,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.323608,2021-01-18 12:42:44.780135,3,6300,12307
139,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312053,2021-01-18 12:42:44.780135,4,6300,12596
140,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.272142,2021-01-18 12:42:44.780135,9,7200,12692
141,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.273411,2021-01-18 12:42:44.780135,12,7200,12613
142,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.083715,2021-01-18 12:42:44.780135,8,7200,12457
143,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.243416,2021-01-18 12:42:44.780135,16,7200,12522
144,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.284577,2021-01-18 12:42:44.780135,14,7200,12546
145,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312937,2021-01-18 12:42:44.780135,5,7200,12525
146,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.199680,2021-01-18 12:42:44.780135,1,7200,12552
147,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.261902,2021-01-18 12:42:44.780135,11,7200,12495
148,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.276193,2021-01-18 12:42:44.780135,2,7200,12501
149,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.187836,2021-01-18 12:42:44.780135,17,7200,7686
150,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.320677,2021-01-18 12:42:44.780135,19,7200,12556
151,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.352875,2021-01-18 12:42:44.780135,10,7200,7685
152,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.236269,2021-01-18 12:42:44.780135,13,7200,7735
153,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.116329,2021-01-18 12:42:44.780135,6,7200,12378
154,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.220099,2021-01-18 12:42:44.780135,7,7200,12378
155,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.157191,2021-01-18 12:42:44.780135,18,7200,7721
156,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312053,2021-01-18 12:42:44.780135,4,7200,12596
157,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.239339,2021-01-18 12:42:44.780135,20,7200,7749
158,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.043327,2021-01-18 12:42:44.780135,15,7200,12576
159,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.323608,2021-01-18 12:42:44.780135,3,7200,12308
160,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.284577,2021-01-18 12:42:44.780135,14,8100,12550
161,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.272142,2021-01-18 12:42:44.780135,9,8100,12692
162,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.276193,2021-01-18 12:42:44.780135,2,8100,12501
163,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.199680,2021-01-18 12:42:44.780135,1,8100,12635
164,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.323608,2021-01-18 12:42:44.780135,3,8100,12308
165,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.116329,2021-01-18 12:42:44.780135,6,8100,12379
166,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.352875,2021-01-18 12:42:44.780135,10,8100,7687
167,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312937,2021-01-18 12:42:44.780135,5,8100,12566
168,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.273411,2021-01-18 12:42:44.780135,12,8100,13037
169,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.083715,2021-01-18 12:42:44.780135,8,8100,12546
170,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.261902,2021-01-18 12:42:44.780135,11,8100,12502
171,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.243416,2021-01-18 12:42:44.780135,16,8100,12549
172,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.220099,2021-01-18 12:42:44.780135,7,8100,12378
173,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312053,2021-01-18 12:42:44.780135,4,8100,12599
174,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.157191,2021-01-18 12:42:44.780135,18,8100,7721
175,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.187836,2021-01-18 12:42:44.780135,17,8100,7702
176,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.236269,2021-01-18 12:42:44.780135,13,8100,7749
177,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.320677,2021-01-18 12:42:44.780135,19,8100,12556
178,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.239339,2021-01-18 12:42:44.780135,20,8100,7765
179,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.043327,2021-01-18 12:42:44.780135,15,8100,12577
180,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.276193,2021-01-18 12:42:44.780135,2,9000,12505
181,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.272142,2021-01-18 12:42:44.780135,9,9000,12699
182,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.284577,2021-01-18 12:42:44.780135,14,9000,12550
183,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.199680,2021-01-18 12:42:44.780135,1,9000,12640
184,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.243416,2021-01-18 12:42:44.780135,16,9000,12549
185,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.320677,2021-01-18 12:42:44.780135,19,9000,12556
186,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.157191,2021-01-18 12:42:44.780135,18,9000,7722
187,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.116329,2021-01-18 12:42:44.780135,6,9000,12379
188,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.261902,2021-01-18 12:42:44.780135,11,9000,12502
189,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.273411,2021-01-18 12:42:44.780135,12,9000,13037
190,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312937,2021-01-18 12:42:44.780135,5,9000,12585
191,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.220099,2021-01-18 12:42:44.780135,7,9000,12381
192,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.236269,2021-01-18 12:42:44.780135,13,9000,7749
193,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312053,2021-01-18 12:42:44.780135,4,9000,12599
194,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.187836,2021-01-18 12:42:44.780135,17,9000,7719
195,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.323608,2021-01-18 12:42:44.780135,3,9000,12346
196,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.352875,2021-01-18 12:42:44.780135,10,9000,7713
197,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.239339,2021-01-18 12:42:44.780135,20,9000,7769
198,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.043327,2021-01-18 12:42:44.780135,15,9000,12577
199,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.083715,2021-01-18 12:42:44.780135,8,9000,12551
200,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312937,2021-01-18 12:42:44.780135,5,9900,12585
201,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.272142,2021-01-18 12:42:44.780135,9,9900,12699
202,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.273411,2021-01-18 12:42:44.780135,12,9900,13037
203,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.199680,2021-01-18 12:42:44.780135,1,9900,12657
204,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.243416,2021-01-18 12:42:44.780135,16,9900,12549
205,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.116329,2021-01-18 12:42:44.780135,6,9900,12379
206,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.320677,2021-01-18 12:42:44.780135,19,9900,12556
207,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.284577,2021-01-18 12:42:44.780135,14,9900,12550
208,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.276193,2021-01-18 12:42:44.780135,2,9900,12505
209,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.157191,2021-01-18 12:42:44.780135,18,9900,12499
210,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.261902,2021-01-18 12:42:44.780135,11,9900,12518
211,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.323608,2021-01-18 12:42:44.780135,3,9900,12346
212,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312053,2021-01-18 12:42:44.780135,4,9900,12600
213,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.239339,2021-01-18 12:42:44.780135,20,9900,7770
214,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.187836,2021-01-18 12:42:44.780135,17,9900,7720
215,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.043327,2021-01-18 12:42:44.780135,15,9900,12577
216,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.220099,2021-01-18 12:42:44.780135,7,9900,12381
217,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.352875,2021-01-18 12:42:44.780135,10,9900,7740
218,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.236269,2021-01-18 12:42:44.780135,13,9900,7766
219,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.083715,2021-01-18 12:42:44.780135,8,9900,12563
220,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.157191,2021-01-18 12:42:44.780135,18,10800,12501
221,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.043327,2021-01-18 12:42:44.780135,15,10800,12578
222,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.199680,2021-01-18 12:42:44.780135,1,10800,12669
223,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.243416,2021-01-18 12:42:44.780135,16,10800,12551
224,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.272142,2021-01-18 12:42:44.780135,9,10800,12699
225,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312053,2021-01-18 12:42:44.780135,4,10800,12600
226,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.187836,2021-01-18 12:42:44.780135,17,10800,7722
227,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.273411,2021-01-18 12:42:44.780135,12,10800,13039
228,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.284577,2021-01-18 12:42:44.780135,14,10800,12551
229,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.261902,2021-01-18 12:42:44.780135,11,10800,12518
230,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.276193,2021-01-18 12:42:44.780135,2,10800,12515
231,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.352875,2021-01-18 12:42:44.780135,10,10800,7759
232,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.220099,2021-01-18 12:42:44.780135,7,10800,12400
233,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.312937,2021-01-18 12:42:44.780135,5,10800,12585
234,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,ifcg,curl_curl_fuzzer_smb,2021-01-18 06:32:40.116329,2021-01-18 12:42:44.780135,6,10800,12380
235,8ba85fd38dfd6aeb1085fa6c8c2afc89c1722a3e,/home/jinsheng/experiment-data,smb-011814,libfuzzer,curl_curl_fuzzer_smb,2021-01-18 06:32:40.320677,2021-01-18 12:42:44.780135,19,10800,12556
